2.969535733217054663e-02,4.725565473159090146e-01,4.900483462738612905e-01,1.000000000000000000e+00
8.252829672118353610e-01,4.542143386568975316e-02,4.925164020677187393e-01,1.000000000000000000e+00
9.981127993639014040e-01,8.565490722725104256e-01,6.963634912258941378e-01,1.000000000000000000e+00
3.045310753626891964e-01,1.638868248862546118e-02,9.522643540302365706e-01,1.000000000000000000e+00
7.088006152052682696e-01,3.310140891425938925e-01,3.128583776783006032e-01,1.000000000000000000e+00
6.094919550497580607e-01,8.261345043068902827e-01,4.075715901450449596e-01,1.000000000000000000e+00
9.639385403978549816e-01,2.408326097238988606e-01,3.050039729171294400e-02,1.000000000000000000e+00
8.079859142986222098e-01,1.396106368735194891e-02,3.049205205270169028e-01,1.000000000000000000e+00
9.973733147986330039e-01,9.822830403726192650e-01,8.395904177749318187e-01,1.000000000000000000e+00
1.089762030762163603e-01,1.583013644882387272e-01,8.563712672897683120e-02,1.000000000000000000e+00
5.955593501128882972e-01,9.347322618230580193e-02,4.415569171682430794e-01,1.000000000000000000e+00
1.217433263535894206e-02,8.752949004825585355e-01,5.140506140975223959e-01,1.000000000000000000e+00
9.960488466645548433e-01,9.440699596645627523e-01,9.038567841137620240e-01,1.000000000000000000e+00
3.747673733086303027e-01,1.755855862599002837e-01,9.811681892684235295e-01,1.000000000000000000e+00
8.162269039614418187e-01,7.966312705372067260e-01,6.399110981798770137e-01,1.000000000000000000e+00
7.366415217465636101e-01,7.093029451492693926e-02,4.019402974804980877e-01,1.000000000000000000e+00
2.747255956006391386e-01,9.072947035229573798e-01,2.075785592599174167e-01,1.000000000000000000e+00
1.859040991393953179e-01,5.367014270165004763e-01,6.627324174487874142e-01,1.000000000000000000e+00
1.701571729811328648e-01,4.291487143147846295e-01,7.358635187448330228e-01,1.000000000000000000e+00
6.187255668623172777e-01,8.125498397553286845e-01,4.125782469782596218e-01,1.000000000000000000e+00
2.448131349966105041e-01,5.030589512874534819e-01,3.683258662672387329e-01,1.000000000000000000e+00
8.443569248343117950e-01,5.867681574224371532e-01,5.021211308832788101e-01,1.000000000000000000e+00
2.315931372268836830e-01,3.440751041116733022e-01,7.296391254274083860e-01,1.000000000000000000e+00
6.686067860817128672e-01,9.007665970429655777e-01,4.729802338432095299e-01,1.000000000000000000e+00
8.349235032637223330e-01,4.301688206507302548e-01,6.501847303746542961e-01,1.000000000000000000e+00
8.682059466419844718e-01,5.501834470701516544e-02,6.507893423243420461e-01,1.000000000000000000e+00
1.693660691721509126e-01,2.258057383510321259e-01,3.428991492553545850e-01,1.000000000000000000e+00
1.336839373585729795e-02,4.145241831888258899e-01,3.126863727986366470e-01,1.000000000000000000e+00
5.003598987904814832e-01,7.290167672088226913e-01,5.270209008401145478e-01,1.000000000000000000e+00
9.714335443346588939e-02,6.739252782956660637e-01,8.166003892504604122e-01,1.000000000000000000e+00
9.623621487535214403e-01,3.738987323205200664e-01,6.071862018492188984e-01,1.000000000000000000e+00
7.501798964584527329e-01,5.450309792689052024e-01,2.547440395722706530e-01,1.000000000000000000e+00
2.305114770938176960e-01,7.390630878010283622e-01,1.204359809396237102e-01,1.000000000000000000e+00
3.397894533118950289e-01,3.761214390641769434e-01,4.664078280275407717e-01,1.000000000000000000e+00
2.505653208942207888e-01,4.596475748095540936e-02,9.170756155121928543e-02,1.000000000000000000e+00
2.897479974804757497e-01,5.455125742148380086e-01,9.650125193545802116e-01,1.000000000000000000e+00
7.210133088837439308e-01,2.432713248149398488e-02,3.362368751799348354e-01,1.000000000000000000e+00
1.142579012695602581e-01,1.813677129197438509e-01,7.393341404912519010e-01,1.000000000000000000e+00
6.816184414681644155e-01,2.946272101281698363e-01,5.709775532661509612e-01,1.000000000000000000e+00
7.811680865404043717e-01,6.920006857330696093e-01,6.622865414733682954e-01,1.000000000000000000e+00
9.343032878852892686e-01,6.602035086319880675e-01,4.866582728689349269e-01,1.000000000000000000e+00
7.579487971510125988e-01,2.839952022297450585e-01,5.206896492060610893e-01,1.000000000000000000e+00
7.085845930000851389e-01,5.947505014252226774e-01,3.259632330243813492e-01,1.000000000000000000e+00
1.905237437314961646e-01,9.639980305239406189e-01,2.936792507217521608e-01,1.000000000000000000e+00
5.494762923110452224e-02,8.503544587408640165e-02,7.757026882780950761e-01,1.000000000000000000e+00
9.580850419213876590e-01,7.472758892912396700e-01,8.242130230634675536e-01,1.000000000000000000e+00
2.979363774958674327e-01,8.909074786614161745e-01,6.372234959033594714e-01,1.000000000000000000e+00
2.783870567788768735e-01,9.636115454889915277e-01,1.897041111525002988e-01,1.000000000000000000e+00
1.179067607623783820e-01,4.915131295339433271e-01,3.643109609136645499e-01,1.000000000000000000e+00
6.882349621265979600e-01,5.613380033187048701e-01,9.109804327441444194e-01,1.000000000000000000e+00
5.021551946013175227e-01,2.803138008441918849e-01,2.579588079409513846e-01,1.000000000000000000e+00
3.625529189187752799e-01,5.218332765833075815e-01,5.945071506659644900e-01,1.000000000000000000e+00
1.066814034171615910e-01,5.003928983613509240e-01,9.739162345106658902e-01,1.000000000000000000e+00
5.634830749441503972e-01,3.120312115913398410e-01,9.084528745138020778e-01,1.000000000000000000e+00
9.634866365621341799e-01,8.381572390886707913e-01,3.448274128948760620e-01,1.000000000000000000e+00
5.176407051754369215e-01,1.829958290907579554e-01,9.394312563661105786e-01,1.000000000000000000e+00
4.742356920857638825e-01,9.040146191977584955e-01,6.359747631948651225e-01,1.000000000000000000e+00
8.359642579412037700e-01,5.890448354120266794e-01,3.001034883336060055e-01,1.000000000000000000e+00
3.146072176022235434e-01,8.312885662044504631e-01,8.312703625967078347e-01,1.000000000000000000e+00
2.982553466394980424e-01,2.805794103755628877e-01,3.714732943814350596e-01,1.000000000000000000e+00
